id,title,price,rating,availability,category,link,image
850,Approval Junkie: Adventures in Caring Too Much,Â£58.81,Five,In stock,Autobiography,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,https://books.toscrape.com/media/cache/17/aa/17aacb738eace89a635a4eb47a94c11d.jpg
851,Running with Scissors,Â£12.91,Four,In stock,Autobiography,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,https://books.toscrape.com/media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg
852,Me Talk Pretty One Day,Â£57.60,Two,In stock,Autobiography,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,https://books.toscrape.com/media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg
853,Lust & Wonder,Â£11.87,Two,In stock,Autobiography,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,https://books.toscrape.com/media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg
854,Life Without a Recipe,Â£59.04,Five,In stock,Autobiography,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,https://books.toscrape.com/media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg
855,A Heartbreaking Work of Staggering Genius,Â£54.29,Five,In stock,Autobiography,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,https://books.toscrape.com/media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg
856,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Â£37.35,Two,In stock,Parenting,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,https://books.toscrape.com/media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg
857,Fifty Shades Freed (Fifty Shades #3),Â£15.36,Five,In stock,Adult Fiction,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,https://books.toscrape.com/media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg
858,The Long Haul (Diary of a Wimpy Kid #9),Â£44.07,One,In stock,Humor,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,https://books.toscrape.com/media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg
859,Old School (Diary of a Wimpy Kid #10),Â£11.83,Five,In stock,Humor,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,https://books.toscrape.com/media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg
860,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Â£25.98,Four,In stock,Humor,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,https://books.toscrape.com/media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg
861,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Â£14.75,Five,In stock,Humor,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,https://books.toscrape.com/media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg
862,Dress Your Family in Corduroy and Denim,Â£43.68,Three,In stock,Humor,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,https://books.toscrape.com/media/cache/df/14/df1418baa09e00b877be35066084c9dc.jpg
863,Toddlers Are A**holes: It's Not Your Fault,Â£25.55,One,In stock,Humor,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,https://books.toscrape.com/media/cache/4c/30/4c3041def6f29659e009f61e45e492b0.jpg
864,When You Are Engulfed in Flames,Â£30.89,Five,In stock,Humor,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html,https://books.toscrape.com/media/cache/73/36/733662595aede2dff1a5be1e76a3b936.jpg
865,Naked,Â£31.69,Three,In stock,Humor,https://books.toscrape.com/catalogue/naked_197/index.html,https://books.toscrape.com/media/cache/e7/12/e71268a559d73826aa64151d47357a12.jpg
866,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Â£55.50,Five,In stock,Humor,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,https://books.toscrape.com/media/cache/a1/03/a10370da29e4ba78c7a75a14041eae0e.jpg
867,Holidays on Ice,Â£51.07,Two,In stock,Humor,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,https://books.toscrape.com/media/cache/4b/9a/4b9a2a6d4c995e12fe216f6173a582be.jpg
868,Security,Â£39.25,Two,In stock,Horror,https://books.toscrape.com/catalogue/security_925/index.html,https://books.toscrape.com/media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg
869,Follow You Home,Â£21.36,One,In stock,Horror,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,https://books.toscrape.com/media/cache/a7/4b/a74b35375ce874153fd352e33bc7bac9.jpg
870,The Loney,Â£23.40,One,In stock,Horror,https://books.toscrape.com/catalogue/the-loney_756/index.html,https://books.toscrape.com/media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg
871,Pet Sematary,Â£10.56,Three,In stock,Horror,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,https://books.toscrape.com/media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg
872,Doctor Sleep (The Shining #2),Â£40.12,Two,In stock,Horror,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,https://books.toscrape.com/media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg
873,Psycho: Sanitarium (Psycho #1.5),Â£36.97,Five,In stock,Horror,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,https://books.toscrape.com/media/cache/02/5c/025c30a378e2a4190e84f1429e81b803.jpg
874,Can You Keep a Secret? (Fear Street Relaunch #4),Â£48.64,One,In stock,Horror,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,https://books.toscrape.com/media/cache/0b/2f/0b2f432cc27132f688fcdf29618521e0.jpg
875,Red Dragon (Hannibal Lecter #1),Â£23.37,Three,In stock,Horror,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,https://books.toscrape.com/media/cache/30/66/3066f8bcd2e2ed6b45084355ff084a61.jpg
876,Dracula the Un-Dead,Â£35.63,Five,In stock,Horror,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,https://books.toscrape.com/media/cache/13/ff/13fffcde653948339d3427184b7bd0b5.jpg
877,Night Shift (Night Shift #1-20),Â£12.75,Four,In stock,Horror,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,https://books.toscrape.com/media/cache/c0/02/c0029d48c2588e6d2a6a31c9f96088ba.jpg
878,Needful Things,Â£47.51,Four,In stock,Horror,https://books.toscrape.com/catalogue/needful-things_334/index.html,https://books.toscrape.com/media/cache/2d/e0/2de0eff716ca13d12cf5420e88e1a8b3.jpg
879,Misery,Â£34.79,Two,In stock,Horror,https://books.toscrape.com/catalogue/misery_332/index.html,https://books.toscrape.com/media/cache/7c/93/7c9302e392e128881e926d19f761da33.jpg
880,It,Â£25.01,Three,In stock,Horror,https://books.toscrape.com/catalogue/it_330/index.html,https://books.toscrape.com/media/cache/f7/b7/f7b73392b12909a1e8261ef3f96c5fd1.jpg
881,'Salem's Lot,Â£49.56,Four,In stock,Horror,https://books.toscrape.com/catalogue/salems-lot_309/index.html,https://books.toscrape.com/media/cache/ee/d3/eed3afc5e444e3da5eec34e2b0036ec7.jpg
882,The Stand,Â£57.86,Two,In stock,Horror,https://books.toscrape.com/catalogue/the-stand_282/index.html,https://books.toscrape.com/media/cache/3a/7c/3a7c2393061031e7911d7b533b723391.jpg
883,The Girl with All the Gifts,Â£49.47,Three,In stock,Horror,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,https://books.toscrape.com/media/cache/41/c7/41c74d82b853606fe98182c417b4669c.jpg
884,House of Leaves,Â£54.89,One,In stock,Horror,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,https://books.toscrape.com/media/cache/14/25/142563ccee483bc07632f9c083a68326.jpg
885,Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,History,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,https://books.toscrape.com/media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
886,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Â£25.52,One,In stock,History,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,https://books.toscrape.com/media/cache/4a/3b/4a3b055f9e378a95fedbef55e7bab7ce.jpg
887,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,Â£19.73,One,In stock,History,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,https://books.toscrape.com/media/cache/2d/4e/2d4e358712e6c9f1d3bdd78d1a16e5a8.jpg
888,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Â£36.28,Two,In stock,History,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,https://books.toscrape.com/media/cache/64/44/6444dacdcb9edaadbbd691524622aeb8.jpg
889,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,Â£59.64,One,In stock,History,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,https://books.toscrape.com/media/cache/97/47/974709d437b08e74649b5744471bf472.jpg
890,Zealot: The Life and Times of Jesus of Nazareth,Â£24.70,Three,In stock,History,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,https://books.toscrape.com/media/cache/3d/60/3d6003fc37b842a07c2dbe28e47448e1.jpg
891,A Distant Mirror: The Calamitous 14th Century,Â£14.58,Three,In stock,History,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,https://books.toscrape.com/media/cache/41/d5/41d5fa6a81cdbcbe6b0b15757a4c9144.jpg
892,1491: New Revelations of the Americas Before Columbus,Â£21.80,Three,In stock,History,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,https://books.toscrape.com/media/cache/88/75/8875f384ce9103281b7f6e86a2b8204d.jpg
893,Brilliant Beacons: A History of the American Lighthouse,Â£11.45,Three,In stock,History,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,https://books.toscrape.com/media/cache/56/cb/56cb66d73fb438d64af14dce8bd8b22b.jpg
894,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Â£44.48,Five,In stock,History,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,https://books.toscrape.com/media/cache/11/af/11af7fbd6aec06a75fe207fae92b17e0.jpg
895,A Short History of Nearly Everything,Â£52.40,Five,In stock,History,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,https://books.toscrape.com/media/cache/3c/f6/3cf646523ff7fb8647c500d6325cfcaf.jpg
896,The Rise and Fall of the Third Reich: A History of Nazi Germany,Â£39.67,Two,In stock,History,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,https://books.toscrape.com/media/cache/e1/02/e102cefae5bb523bc67eb6b49bc18b5d.jpg
897,Catherine the Great: Portrait of a Woman,Â£58.55,Four,In stock,History,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,https://books.toscrape.com/media/cache/72/f1/72f13b8f069d3a018d2c378be5a1de20.jpg
898,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Â£42.91,Five,In stock,History,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,https://books.toscrape.com/media/cache/f2/64/f26457d65a03b2636c4bcc7c318f7346.jpg
899,The Hiding Place,Â£55.91,Four,In stock,History,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,https://books.toscrape.com/media/cache/cf/18/cf187c1dc5575fcbbf49c58024146c4b.jpg
900,America's War for the Greater Middle East: A Military History,Â£51.22,Two,In stock,History,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,https://books.toscrape.com/media/cache/eb/17/eb178eceef1e9290591cabd5155571a3.jpg
901,The Guns of August,Â£14.54,Two,In stock,History,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,https://books.toscrape.com/media/cache/06/c8/06c897070611b78b80a37333cbb7851c.jpg
902,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Â£43.70,Two,In stock,History,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,https://books.toscrape.com/media/cache/43/fd/43fda1db93163d67705264dcfa98aaa5.jpg
903,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Â£30.52,Three,In stock,Food and Drink,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,https://books.toscrape.com/media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg
904,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Â£56.41,One,In stock,Food and Drink,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,https://books.toscrape.com/media/cache/b7/f4/b7f4843dbe062d44be1ffcfa16b2faa4.jpg
905,My Paris Kitchen: Recipes and Stories,Â£33.37,Two,In stock,Food and Drink,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,https://books.toscrape.com/media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg
906,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Â£14.02,Four,In stock,Food and Drink,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,https://books.toscrape.com/media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg
907,"Layered: Baking, Building, and Styling Spectacular Cakes",Â£40.11,One,In stock,Food and Drink,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,https://books.toscrape.com/media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg
908,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Â£37.34,Five,In stock,Food and Drink,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,https://books.toscrape.com/media/cache/61/bd/61bdfe3950643c47d70c37c4123530f3.jpg
909,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Â£37.60,Two,In stock,Food and Drink,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,https://books.toscrape.com/media/cache/0d/1f/0d1f3f934460f5a50aaa8c366641234c.jpg
910,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Â£41.25,One,In stock,Food and Drink,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,https://books.toscrape.com/media/cache/54/89/54899b4584e941ceced511d81092c88a.jpg
911,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Â£42.16,Three,In stock,Food and Drink,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,https://books.toscrape.com/media/cache/20/f2/20f28657b49f8cb24ed2ec6448bb6df3.jpg
912,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Â£28.77,Three,In stock,Food and Drink,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,https://books.toscrape.com/media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg
913,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Â£19.55,One,In stock,Food and Drink,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,https://books.toscrape.com/media/cache/fe/67/fe67c381d6a0c4c00a7c191d16939554.jpg
914,Barefoot Contessa Back to Basics,Â£28.01,One,In stock,Food and Drink,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,https://books.toscrape.com/media/cache/b8/38/b838b65e0e1ac3a9b498dfb1bf004420.jpg
915,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Â£50.62,Five,In stock,Food and Drink,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,https://books.toscrape.com/media/cache/74/aa/74aa29b1ba4147eaf5b46671bf235861.jpg
